p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacity,source
科龙（KELON） KFR-35GW/LAFDBP-A1一级能效1.5匹冷暖变频空调挂机 1.5匹冷暖挂机空调自动清洁 一级直流变频壁挂机,广东驰名电器专营店,19435983756,3599.00,3199.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） KFR-35GW/LAFDBP-A1一级能效1.5匹冷暖变频空调挂机 1.5匹冷暖挂机空调自动清洁 一级直流变频壁挂机 19435983756 广东驰名电器专营店 47.0kg 中国大陆 KFR-35GW/LAFDBP-A1 变频 冷暖空调 高能效空调，变频空调，静音空调，全直流变频，自动清洁 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,科龙,变频,科龙（KELON） KFR-35GW/LAFDBP-A1一级能效1.5匹冷暖变频空调挂机 1.5匹冷暖挂机空调自动清洁 一级直流变频壁挂机,1.5匹,京东
科龙（KELON） KFR-26GW/LB-N3(1M01)大1匹壁挂式定速冷暖静音空调 大1P 定频冷暖挂机,广东驰名电器专营店,19491163900,2399.00,1999.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） KFR-26GW/LB-N3(1M01)大1匹壁挂式定速冷暖静音空调 大1P 定频冷暖挂机 19491163900 广东驰名电器专营店 41.0kg 中国大陆 KFR-26GW/LB-N3 定频 冷暖空调 自动清洁 白色 1匹 三级能效 10-15㎡ 壁挂式空调,科龙,定频,科龙（KELON） KFR-26GW/LB-N3(1M01)大1匹壁挂式定速冷暖静音空调 大1P 定频冷暖挂机,1匹,京东
科龙（KELON） KFR-35GW/LSFDBP-A1一级能效变频1.5匹冷暖空调挂机 大1.5P家用冷暖挂机空调 一级直流变频壁挂机,广东驰名电器专营店,19520845827,3999.00,3499.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） KFR-35GW/LSFDBP-A1一级能效变频1.5匹冷暖空调挂机 大1.5P家用冷暖挂机空调 一级直流变频壁挂机 19520845827 广东驰名电器专营店 43.0kg 中国大陆 KFR-35GW/LSFDBP-A1 变频 冷暖空调 变频空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,科龙,变频,科龙（KELON） KFR-35GW/LSFDBP-A1一级能效变频1.5匹冷暖空调挂机 大1.5P家用冷暖挂机空调 一级直流变频壁挂机,1.5匹,京东
科龙（KELON） 正1.5匹 定速 冷暖空调KFR-35GW/ERQLN3(1L04),海信官方旗舰店,19592106848,2999.00,1899.00,3,100,3,0,0,,科龙（KELON） 科龙（KELON） 正1.5匹 定速 冷暖空调KFR-35GW/ERQLN3(1L04) 19592106848 海信官方旗舰店 10.0kg 定频 冷暖空调 1.5匹 15-20㎡ 壁挂式空调,科龙,定频,科龙（KELON） 正1.5匹 定速 冷暖空调KFR-35GW/ERQLN3(1L04),1.5匹,京东
立冰1.5匹一级能效空调 白色 1级能效,立冰省电空调官方旗舰店,17210011576,4899.00,4899.00,0,100,0,0,0,,立冰省电空调（Libing） 立冰1.5匹一级能效空调 白色 1级能效 17210011576 立冰省电空调官方旗舰店 51.0kg 中国大陆 变频 冷暖空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,立冰省电空调,变频,立冰1.5匹一级能效空调 白色 1级能效,1.5匹,京东
松下（Panasonic） 变频冷暖家用静音壁挂式空调挂机 带人体感应 大1匹KFR-26GW/BPLJ1,松下空调专卖店,12532882763,7000.00,2989.00,600,98,600,4,7,信得过 外观大气 特别快,松下（Panasonic） 松下（Panasonic）LE13KJ1 12532882763 松下空调专卖店 10.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 其他 1匹 三级能效 10-15㎡，15-20㎡，20-30㎡ 壁挂式空调,松下,变频,松下（Panasonic）LE13KJ1,1匹,京东
科龙（KELON） 科龙（Kelon）空调挂机KFR-35GW/ERQLN3(1L04),科龙官方旗舰店,1643897498,2499.00,1999.00,300,96,300,7,6,态度好 外观大气 特别快 做工精细 超静音 品质有保障 安装方便,科龙（KELON） 科龙（KELON） 科龙（Kelon）空调挂机KFR-35GW/ERQLN3(1L04) 1643897498 科龙官方旗舰店 37.0kg KFR-35GW/ERQLN3(1L04) 定频 冷暖空调 自动清洁 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,科龙,定频,科龙（KELON） 科龙（Kelon）空调挂机KFR-35GW/ERQLN3(1L04),1.5匹,京东
新科（Shinco） 节能变频 冷暖挂壁式 挂机 空调 纯铜管 大1.5匹(KFRd-35GW/BpFDA+3),新科空调旗舰店,16675686141,4999.00,2499.00,9,100,9,0,0,操作简单 特别快,新科（Shinco） 新科（Shinco） 节能变频 冷暖挂壁式 挂机 空调 纯铜管 大1.5匹(KFRd-35GW/BpFDA+3) 16675686141 新科空调旗舰店 43.0kg 中国大陆 变频 冷暖空调 智能空调，变频空调 白色有花纹 1.5匹 三级能效 10-15㎡，15-20㎡ 壁挂式空调,新科,变频,新科（Shinco） 节能变频 冷暖挂壁式 挂机 空调 纯铜管 大1.5匹(KFRd-35GW/BpFDA+3),1.5匹,京东
新科（Shinco） 冷暖 定速 空调 挂机 纯铜管 2匹(KFRd-50GW/FD+3),新科空调旗舰店,16604677013,4999.00,3099.00,10,100,10,0,0,外观大气 特别快,新科（Shinco） 新科（Shinco） 冷暖 定速 空调 挂机 纯铜管 2匹(KFRd-50GW/FD+3) 16604677013 新科空调旗舰店 42.0kg 中国大陆 定频 冷暖空调 高能效空调，智能空调，静音空调 白色 2匹 三级能效 20-30㎡ 壁挂式空调,新科,定频,新科（Shinco） 冷暖 定速 空调 挂机 纯铜管 2匹(KFRd-50GW/FD+3),2匹,京东
eshare TCL空调 互联网品牌 一级能效 冷暖 变频 空调挂机（乐华海倍） 大1匹 KFRd-26GW/S31BpA,TCL空调旗舰店,18662302878,4999.00,2299.00,70,100,70,0,0,,eshare eshare TCL空调 互联网品牌 一级能效 冷暖 变频 空调挂机（乐华海倍） 大1匹 KFRd-26GW/S31BpA 18662302878 TCL空调旗舰店 12.0kg 变频 冷暖空调 变频空调，静音空调，自动清洁 白色有花纹 1.5匹 一级能效 15-20㎡ 壁挂式空调,eshare,变频,eshare TCL空调 互联网品牌 一级能效 冷暖 变频 空调挂机（乐华海倍） 大1匹 KFRd-26GW/S31BpA,1.5匹,京东
科龙（KELON） 科龙(Kelon)(KFR-26GW/ERQWN3(1M02)),科龙官方旗舰店,10362724502,1999.00,1699.00,300,96,300,4,9,性价比高,科龙（KELON） 科龙（KELON） 科龙(Kelon)(KFR-26GW/ERQWN3(1M02)) 10362724502 科龙官方旗舰店 44.5kg 定频 冷暖空调 静音空调 白色有花纹 1匹 三级能效 10-15㎡ 壁挂式空调,科龙,定频,科龙（KELON） 科龙(Kelon)(KFR-26GW/ERQWN3(1M02)),1匹,京东
申花（SHENHUA）大1.5匹定频 冷暖 壁挂式空调挂机KFRd-35GW/A7-2SH,申花空调旗舰店,11526395227,2199.00,1599.00,200,93,200,4,10,特别快,申花（SHENHUA） 申花（SHENHUA）大1.5匹定频 冷暖 壁挂式空调挂机KFRd-35GW/A7-2SH 11526395227 申花空调旗舰店 55.0kg 中国大陆 定频 冷暖空调 白色 1匹 三级能效 15-20㎡ 壁挂式空调,申花,定频,申花（SHENHUA）大1.5匹定频 冷暖 壁挂式空调挂机KFRd-35GW/A7-2SH,1匹,京东
日立（HITACHI） 大1.5匹 壁挂式冷暖空调挂机器直流变频 RAS/C-12KVZ 淡银白 大1.5匹,日立帅特隆专卖店,11676389985,4999.00,3798.00,100,96,100,2,4,特别快 操作简单 快递给力 品质有保障 性价比高 态度好,日立（HITACHI） 日立（HITACHI）RAS/C-12KVZ 11676389985 日立帅特隆专卖店 45.0kg 中国大陆 RAS/C-12MVZ 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，自动清洁 白色 1.5匹 三级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI）RAS/C-12KVZ,1.5匹,京东
日立（HITACHI） 大1.5匹壁挂式冷暖定速空调挂机(淡银白)RAS/C-36KHN 淡银白,日立帅特隆专卖店,10104922230,3999.00,3299.00,50,92,40,1,3,外观大气 动力强劲 特别快,日立（HITACHI） 日立（HITACHI） 大1.5匹壁挂式冷暖定速空调挂机(淡银白)RAS/C-36KHN 淡银白 10104922230 日立帅特隆专卖店 48.0kg 中国大陆 RAS/C-36KHN 定频 冷暖空调 静音空调，合资空调，自动清洁 白色 1.5匹 三级能效 20-30㎡ 壁挂式空调,日立,定频,日立（HITACHI） 大1.5匹壁挂式冷暖定速空调挂机(淡银白)RAS/C-36KHN 淡银白,1.5匹,京东
日立（HITACHI） 2.5匹壁挂式冷暖变频空调挂机涡旋压缩机 RAS/C-61EVY 淡银白,日立帅特隆专卖店,10209951604,11999.00,8699.00,10,87,10,0,2,外观大气,日立（HITACHI） 日立（HITACHI） 2.5匹壁挂式冷暖变频空调挂机涡旋压缩机 RAS/C-61EVY 淡银白 10209951604 日立帅特隆专卖店 63.5kg 中国大陆 RAS/C-61EVY 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 2.5匹 二级能效 30-40㎡ 壁挂式空调,日立,变频,日立（HITACHI） 2.5匹壁挂式冷暖变频空调挂机涡旋压缩机 RAS/C-61EVY 淡银白,2.5匹,京东
日立（HITACHI） 正2匹 壁挂式冷暖全直流变频空调 二级能效RAS/C-50FVY 白色,日立空调旗舰店,10659813342,8999.00,6899.00,10,82,9,0,2,外观大气,日立（HITACHI） 日立（HITACHI） 正2匹 壁挂式冷暖全直流变频空调 二级能效RAS/C-50FVY 白色 10659813342 日立空调旗舰店 58.5kg 中国大陆 RAS/C-50FVY 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 2匹 二级能效 30-40㎡ 壁挂式空调,日立,变频,日立（HITACHI） 正2匹 壁挂式冷暖全直流变频空调 二级能效RAS/C-50FVY 白色,2匹,京东
日立（HITACHI）空调1匹挂壁式空调挂机变频一级能效RAS/C-25GVX,日立华克斯专卖店,10710834487,6609.00,6599.00,0,100,0,0,0,,日立（HITACHI） 日立（HITACHI）空调1匹挂壁式空调挂机变频一级能效RAS/C-25GVX 10710834487 日立华克斯专卖店 13.0kg 中国大陆 0100206a 变频 冷暖空调 变频空调 其他 1匹 一级能效 10-15㎡ 壁挂式空调,日立,变频,日立（HITACHI）空调1匹挂壁式空调挂机变频一级能效RAS/C-25GVX,1匹,京东
日立(Hitachi)空调2匹挂壁式空调挂机RAS/C-51FHY冷暖空调,日立华克斯专卖店,10642834446,6509.00,5699.00,9,100,9,0,0,安装方便 快递给力,日立（HITACHI） 日立(Hitachi)空调2匹挂壁式空调挂机RAS/C-51FHY冷暖空调 10642834446 日立华克斯专卖店 15.5kg 中国大陆 0100201D 定频 冷暖空调 自动清洁 其他 2匹 三级能效 20-30㎡ 壁挂式空调,日立,定频,日立(Hitachi)空调2匹挂壁式空调挂机RAS/C-51FHY冷暖空调,2匹,京东
日立（HITACHI） 2匹壁挂式冷暖全直流变频空调挂机不锈钢内构RAS/C-50FVY 白色,日立帅特隆专卖店,10209904357,8999.00,6899.00,10,100,10,0,0,,日立（HITACHI） 日立（HITACHI） 2匹壁挂式冷暖全直流变频空调挂机不锈钢内构RAS/C-50FVY 白色 10209904357 日立帅特隆专卖店 58.5kg 中国大陆 RAS/C-50FVY 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 2匹 二级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） 2匹壁挂式冷暖全直流变频空调挂机不锈钢内构RAS/C-50FVY 白色,2匹,京东
日立（HITACHI） 1.5匹挂壁式空调挂机变频RAS/C-35GVP进口涡旋式压缩机,日立华克斯专卖店,10690748872,8809.00,7999.00,2,100,2,0,0,,日立（HITACHI） 日立（HITACHI） 1.5匹挂壁式空调挂机变频RAS/C-35GVP进口涡旋式压缩机 10690748872 日立华克斯专卖店 13.0kg 中国大陆 0100206b 变频 冷暖空调 变频空调 其他 1.5匹 一级能效 15-20㎡ 壁挂式空调,日立,变频,日立（HITACHI） 1.5匹挂壁式空调挂机变频RAS/C-35GVP进口涡旋式压缩机,1.5匹,京东
日立(Hitachi)空调1匹挂壁式空调挂机 RAS/C-26KHZ定速R410冷媒,日立华克斯专卖店,11199010992,3609.00,3099.00,7,100,7,0,0,,日立（HITACHI） 日立(Hitachi)空调1匹挂壁式空调挂机 RAS/C-26KHZ定速R410冷媒 11199010992 日立华克斯专卖店 48.0kg 中国大陆 0100207b 定频 冷暖空调 合资空调 其他 1匹 三级能效 15-20㎡ 壁挂式空调,日立,定频,日立(Hitachi)空调1匹挂壁式空调挂机 RAS/C-26KHZ定速R410冷媒,1匹,京东
日立(Hitachi)空调3匹挂壁式空调挂机变频RAS/C-72KVY,日立华克斯专卖店,13136463198,11709.00,10499.00,2,100,2,0,0,,日立（HITACHI） 日立(Hitachi)空调3匹挂壁式空调挂机变频RAS/C-72KVY 13136463198 日立华克斯专卖店 72.0kg 中国大陆 RAS/C-72KVY 变频 冷暖空调 变频空调 其他 3匹 二级能效 30-40㎡ 壁挂式空调,日立,变频,日立(Hitachi)空调3匹挂壁式空调挂机变频RAS/C-72KVY,3匹,京东
日立（HITACHI） 大1.5匹壁挂式冷暖变频空调机 RAS/C-35GVX 淡银白,日立帅特隆专卖店,10120110394,7999.00,6499.00,10,100,10,0,0,品质有保障,日立（HITACHI） 日立（HITACHI） 大1.5匹壁挂式冷暖变频空调机 RAS/C-35GVX 淡银白 10120110394 日立帅特隆专卖店 51.0kg 中国大陆 RAS/C-35GVX 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 1.5匹 一级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） 大1.5匹壁挂式冷暖变频空调机 RAS/C-35GVX 淡银白,1.5匹,京东
日立(Hitachi)空调1匹挂壁式空调挂机变频RAS/C-25MVZ,日立华克斯专卖店,10642874123,4360.00,3850.00,10,93,10,1,0,态度好,日立（HITACHI） 日立(Hitachi)空调1匹挂壁式空调挂机变频RAS/C-25MVZ  10642874123 日立华克斯专卖店 9.5kg 中国大陆 0100207E 变频 冷暖空调 变频空调 其他 1匹 三级能效 10-15㎡ 壁挂式空调,日立,变频,日立(Hitachi)空调1匹挂壁式空调挂机变频RAS/C-25MVZ,1匹,京东
日立(Hitachi) 空调2匹壁挂式空调挂机变频RAS/C-50KVZ,日立华克斯专卖店,10629600275,6809.00,5999.00,10,100,10,0,0,,日立（HITACHI） 日立(Hitachi) 空调2匹壁挂式空调挂机变频RAS/C-50KVZ  10629600275 日立华克斯专卖店 55.0kg 中国大陆 0100207c 变频 冷暖空调 合资空调 其他 2匹 三级能效 20-30㎡ 壁挂式空调,日立,变频,日立(Hitachi) 空调2匹壁挂式空调挂机变频RAS/C-50KVZ,2匹,京东
日立（HITACHI） 大2匹 壁挂式冷暖变频空调挂机(淡银白)RAS/C-50KVZ,日立帅特隆专卖店,10516213832,7799.00,5999.00,8,100,8,0,0,信得过,日立（HITACHI） 日立（HITACHI） 大2匹 壁挂式冷暖变频空调挂机(淡银白)RAS/C-50KVZ 10516213832 日立帅特隆专卖店 55.0kg 中国大陆 RAS/C-50KVZ 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，自动清洁 白色 2匹 三级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） 大2匹 壁挂式冷暖变频空调挂机(淡银白)RAS/C-50KVZ,2匹,京东
日立（Hitachi）空调1.5匹挂壁式空调挂机变频二级能效RAS/C-35FVYB,日立华克斯专卖店,10642977741,5809.00,4999.00,0,100,0,0,0,,日立（HITACHI） 日立（Hitachi）空调1.5匹挂壁式空调挂机变频二级能效RAS/C-35FVYB 10642977741 日立华克斯专卖店 11.5kg 中国大陆 0100202E 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 其他 1.5匹 二级能效 15-20㎡ 壁挂式空调,日立,变频,日立（Hitachi）空调1.5匹挂壁式空调挂机变频二级能效RAS/C-35FVYB,1.5匹,京东
日立（HITACHI） 正2匹壁挂式冷暖定速空调挂机 高效热交换 RAS/C-51FHY 银白色,日立帅特隆专卖店,10209763435,6999.00,5699.00,10,90,9,1,0,,日立（HITACHI） 日立（HITACHI） 正2匹壁挂式冷暖定速空调挂机 高效热交换 RAS/C-51FHY 银白色 10209763435 日立帅特隆专卖店 79.5kg RAS/C-51FHY 定频 冷暖空调 静音空调，合资空调，自动清洁 白色 2匹 三级能效 30-40㎡ 壁挂式空调,日立,定频,日立（HITACHI） 正2匹壁挂式冷暖定速空调挂机 高效热交换 RAS/C-51FHY 银白色,2匹,京东
日立（HITACHI） RAS/C-36KHN大1.5匹壁挂式自清洁 冷暖定速频空调挂机 白色,日立空调旗舰店,10662647882,43999.00,3080.00,20,84,20,2,2,特别快,日立（HITACHI） 日立（HITACHI） RAS/C-36KHN大1.5匹壁挂式自清洁 冷暖定速频空调挂机 白色 10662647882 日立空调旗舰店 48.0kg RAS/C-36CHN 定频 冷暖空调 静音空调，合资空调，自动清洁 白色 1.5匹 三级能效 20-30㎡ 壁挂式空调,日立,定频,日立（HITACHI） RAS/C-36KHN大1.5匹壁挂式自清洁 冷暖定速频空调挂机 白色,1.5匹,京东
日立（HITACHI） 大2匹 壁挂式冷暖定速空调 单转子压缩机RAS/C-51FHY 银白色,日立空调旗舰店,10662647554,7899.00,5999.00,2,0,0,0,2,,日立（HITACHI） 日立（HITACHI） 大2匹 壁挂式冷暖定速空调 单转子压缩机RAS/C-51FHY 银白色 10662647554 日立空调旗舰店 79.5kg RAS/C-51FHY 定频 冷暖空调 静音空调，合资空调，自动清洁 白色 2匹 三级能效 20-30㎡ 壁挂式空调,日立,定频,日立（HITACHI） 大2匹 壁挂式冷暖定速空调 单转子压缩机RAS/C-51FHY 银白色,2匹,京东
日立（HITACHI） 一级能效RAS/C-35GVX大1.5匹壁挂式冷暖全直流变频空调 白色,日立空调旗舰店,10659768910,8499.00,6499.00,3,33,1,0,2,特别快 态度好,日立（HITACHI） 日立（HITACHI） 一级能效RAS/C-35GVX大1.5匹壁挂式冷暖全直流变频空调 白色 10659768910 日立空调旗舰店 51.0kg 中国大陆 RAS/C-35GVX 变频 冷暖空调 0元安装，高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 1.5匹 一级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） 一级能效RAS/C-35GVX大1.5匹壁挂式冷暖全直流变频空调 白色,1.5匹,京东
日立（HITACHI） 正1匹 壁挂式冷暖全直流变频空调不锈钢滤网RAS/C-25MVZ 淡银白,日立空调旗舰店,10678502211,4599.00,3699.00,10,90,9,1,0,加热迅速,日立（HITACHI） 日立（HITACHI） 正1匹 壁挂式冷暖全直流变频空调不锈钢滤网RAS/C-25MVZ 淡银白 10678502211 日立空调旗舰店 42.0kg 中国大陆 RAS/C-25KVZ 变频 冷暖空调 0元安装，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 1匹 三级能效 15-20㎡ 壁挂式空调,日立,变频,日立（HITACHI） 正1匹 壁挂式冷暖全直流变频空调不锈钢滤网RAS/C-25MVZ 淡银白,1匹,京东
日立（HITACHI） 3匹 壁挂式冷暖变频空调挂机 PAM技术 RAS/C-72KVY 白色,日立帅特隆专卖店,11285987582,13999.00,10499.00,1,100,1,0,0,,日立（HITACHI） 日立（HITACHI） 3匹 壁挂式冷暖变频空调挂机 PAM技术 RAS/C-72KVY 白色 11285987582 日立帅特隆专卖店 72.0kg 中国大陆 RAS/C-72KVY  变频 冷暖空调 变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 3匹 二级能效 40㎡以上 壁挂式空调,日立,变频,日立（HITACHI） 3匹 壁挂式冷暖变频空调挂机 PAM技术 RAS/C-72KVY 白色,3匹,京东
日立（HITACHI） 1.5匹挂壁式空调挂机 RAS/C-36KHN定速R410冷媒,日立华克斯专卖店,13139763231,3080.00,3080.00,10,100,10,0,0,特别快,日立（HITACHI） 日立（HITACHI） 1.5匹挂壁式空调挂机 RAS/C-36KHN定速R410冷媒 13139763231 日立华克斯专卖店 11.0kg 中国大陆 0100208A 定频 冷暖空调 高能效空调，静音空调，合资空调，自动清洁 其他 1.5匹 三级能效 15-20㎡ 壁挂式空调,日立,定频,日立（HITACHI） 1.5匹挂壁式空调挂机 RAS/C-36KHN定速R410冷媒,1.5匹,京东
日立（HITACHI） 空调1.5匹挂壁式空调挂机变频RAS/C-12JVNY,日立华克斯专卖店,10629427516,5009.00,4229.00,5,100,5,0,0,外观大气,日立（HITACHI） 日立（HITACHI） 空调1.5匹挂壁式空调挂机变频RAS/C-12JVNY 10629427516 日立华克斯专卖店 10.0kg 中国大陆 0100204D 变频 冷暖空调 变频空调 其他 1.5匹 二级能效 15-20㎡ 壁挂式空调,日立,变频,日立（HITACHI） 空调1.5匹挂壁式空调挂机变频RAS/C-12JVNY,1.5匹,京东
