评论数,差评,售价,标价,型号,商品ID,品牌,商品名称,关键字,好评,中评,好评率,商铺名称
30,0,99,139,"华生（Wahson）FB40-1205 电风扇机械款壁扇 机械款FB40-1205,10709690309, ,3.0kg,无定时,三档调节,正常风,3片,2级,机械式,壁扇",10709690309,华生（Wahson）,华生（Wahson）FB40-1205 电风扇机械款壁扇 机械款FB40-1205,安装方便 使用方便 风力很大 造型美观 风很柔和 质量不错 造型美观 风很柔和,30,0,100,今旺腾腾专营店
50,3,69,199,"中联ZL01-200多功能摇头台扇 中联夹扇大风力璧扇200mm小电风扇 风扇,10212529826, ,1.6kg,ZL01-200,无定时,二档调节,正常风,3片,1级,机械式,台扇，壁扇",10212529826,中联（ZOLEE）,中联ZL01-200多功能摇头台扇 中联夹扇大风力璧扇200mm小电风扇 风扇,使用方便 造型美观 风力很大 风扇不错 噪音很小 底座很稳 质量不错 安装方便 噪音很小 使用方便 使用方便 颜色漂亮 安全节能 风力很大 风扇不错 风扇不错 造型美观 使用方便 风力很大 使用方便 造型美观 底座很稳 造型美观 质量不错 安装方便,40,4,88,佳豪专营店
50,0,108,149,"水田空气循环扇FSQ-MF06B涡轮对流6寸家用台扇转页扇 电风扇 静音 节能 CE品质 FSQ-MF06B-橙色,1588435781, ,1.77kg,FSQ-MF06B,无定时,二档调节,正常风,3片,3级,遥控式,台扇",1588435781,水田,水田空气循环扇FSQ-MF06B涡轮对流6寸家用台扇转页扇 电风扇 静音 节能 CE品质 FSQ-MF06B-橙色,质量不错 风力很大 造型美观 底座很稳 电机好 风扇不错 风很柔和 噪音很小 安装方便 声音小 底座很稳 扇网坚固 风很柔和 质量不错 风扇不错 风扇不错 质量不错 使用方便,50,2,96,水田旗舰店
100,10,19.9,199,"现代（HYUNDAI) 电风扇/USB风扇/便携式学生迷你办公小电扇礼品 4寸HDT1005,10326971331, ,500.00g,无定时,无极变速,正常风,3片,2级,机械式,USB风扇",10326971331,现代（HYUNDAI）,现代（HYUNDAI) 电风扇/USB风扇/便携式学生迷你办公小电扇礼品 4寸HDT1005,,80,8,82,泽林电器专营店
0,0,645,729,"IRIS/爱丽思电风扇IDF-02C遥控定时塔扇无叶风扇家用立式白色,12925817486, ,5.0kg,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",12925817486,IRIS OHYAMA,IRIS/爱丽思电风扇IDF-02C遥控定时塔扇无叶风扇家用立式白色,,0,0,100,穆勒专营店
10,1,238,688,"GREE/格力电风扇 FD-4025Bah5-WG 家用节能风扇 智能遥控落地扇,10516115245, ,8.0kg,中国大陆, FD-4025Bah5-WG,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",10516115245,格力（GREE）,GREE/格力电风扇 FD-4025Bah5-WG 家用节能风扇 智能遥控落地扇,广角送风 安全节能 风扇不错 安装方便 风力很大 广角送风,10,0,93,格力小家电专营店
7,0,99,129,"吉星电风扇落地扇静音省电儿童家用必备迷你学生扇 黑色,12987599433, ,3.6kg,无定时,三档调节,正常风,3片,2级,机械式,落地扇",12987599433,吉星,吉星电风扇落地扇静音省电儿童家用必备迷你学生扇 黑色,,7,0,100,吉星生活电器旗舰店
50,0,66,129,"中联FD10-90节能省小电风扇学生宿舍电风扇迷你扇 吊扇 中联吊扇迷你微风扇静音小吊扇 风扇,10193801843, ,0.8kg,FD10-90JH,无定时,无极变速,正常风,3片,1级,机械式,吊扇",10193801843,中联（ZOLEE）,中联FD10-90节能省小电风扇学生宿舍电风扇迷你扇 吊扇 中联吊扇迷你微风扇静音小吊扇 风扇,风扇不错 质量不错 安全节能 噪音很小 风很柔和 使用方便 风扇不错 安全节能 噪音很小,50,3,95,佳豪专营店
10,0,598,1168,"机灵(Jiling)H1 电风扇/喷雾加湿水冷雾化扇/冷风扇/遥控落地扇 磨砂黑,10124199710, ,12.5kg,H1,8小时以上,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇",10124199710,机灵（jiling）,机灵(Jiling)H1 电风扇/喷雾加湿水冷雾化扇/冷风扇/遥控落地扇 磨砂黑,造型美观 风扇不错 安装方便 使用方便 风力很大 噪音很小 风扇不错 使用方便 造型美观 造型美观 安装方便 风扇不错,10,1,91,信德电器专营店
5,0,199,269,"格力（GREE）FB-4005-WG 壁扇电风扇三叶扇 双拉线 家用节能静音,12513688831, ,4.18kg,中国大陆,FB-4005-WG,无定时,三档调节,正常风、自然风、睡眠风,3片,1级,机械式,壁扇",12513688831,格力（GREE）,格力（GREE）FB-4005-WG 壁扇电风扇三叶扇 双拉线 家用节能静音,,5,0,100,格力伟宏专卖店
20,0,209,265,"美菱（MeiLing）电风扇五叶静音落地扇 遥控款45RC-26,12571036089, ,5.0kg,中国大陆,FS-45RC-26,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",12571036089,美菱（MeiLing）,美菱（MeiLing）电风扇五叶静音落地扇 遥控款45RC-26,遥控方便 睡眠风不错 颜色漂亮 质量不错 造型美观 风很柔和 噪音很小 风力很大 扇网坚固 远程遥控 颜色漂亮 造型美观 电机好 风扇不错 底座很稳 遥控方便 睡眠风不错 使用方便 安装方便 广角送风 颜色漂亮 电机好 质量不错 风很柔和 噪音很小 风力很大 远程遥控 造型美观 遥控方便 扇网坚固 造型美观 质量不错 颜色漂亮 底座很稳,20,0,100,美菱Meiling生活电器旗舰店
1,0,399,499,"格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色,12203117192, ,8.0kg,中国大陆,FDZ-40X65Bg7,2-8小时,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",12203117192,格力（GREE）,格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色,安装方便 颜色漂亮 电机好 噪音很小 风扇不错 安装方便 颜色漂亮 电机好 噪音很小 风扇不错,1,0,100,格力众新专营店
20,1,49,199,"长城（CHANGCHENG）FSJ-207 迷你夹扇/台扇/电风扇办公学习 白色,11805154377, ,1.3kg,中国大陆,FSJ-207,无定时,二档调节,正常风、自然风,3片,3级,机械式,塔扇，转页扇，台扇，壁扇",11805154377,长城（CHANGCHENG）,长城（CHANGCHENG）FSJ-207 迷你夹扇/台扇/电风扇办公学习 白色,广角送风 电机好 颜色漂亮 安全节能 风扇不错 安装方便 噪音很小 风力很大 使用方便 质量不错 电机好 风扇不错 风力很大 颜色漂亮 广角送风 安装方便 风扇不错 广角送风 电机好 使用方便 风扇不错 颜色漂亮 广角送风 安全节能 质量不错 安全节能 颜色漂亮 电机好 广角送风 噪音很小,20,0,95,富士宝电器专营店
3,1,568,998,"星钻（Xingzuan）FTD塔扇家用办公遥控静音木纹无叶风扇落地扇 摇头定时大厦扇 深木纹,11530911023, ,6.5kg,8小时以上,三档调节,正常风,无叶,5级,遥控式,塔扇",11530911023,星钻（Xingzuan）,星钻（Xingzuan）FTD塔扇家用办公遥控静音木纹无叶风扇落地扇 摇头定时大厦扇 深木纹,差 风力很大 电机好,2,0,67,星钻旗舰店
0,0,568,1080,"多朗FTD塔扇家用办公遥控静音木纹无叶风扇落地扇 摇头定时大厦扇 深木纹,12594621973, ,6.5kg,8小时以上,三档调节,正常风,无叶,无,遥控式,塔扇",12594621973,多朗,多朗FTD塔扇家用办公遥控静音木纹无叶风扇落地扇 摇头定时大厦扇 深木纹,,0,0,100,多朗旗舰店
0,0,599,999,"nathome/北欧欧慕 NFS5060 家用电风扇智能台式落地扇静音摇控 白色,12877115260, ,3.2kg,中国大陆,NFS5060,2-8小时,无极变速,正常风、自然风,3片,1级,遥控式,落地扇",12877115260,北欧欧慕（nathome）,nathome/北欧欧慕 NFS5060 家用电风扇智能台式落地扇静音摇控 白色,,0,0,100,北欧欧慕官方旗舰店
100,2,159,299,"长城KYT-30(312),2393915,2.72kg,中国大陆,312,2小时以下,三档调节,正常风,5片,3级,机械式,转页扇",2393915,长城（CHANGCHENG）,长城（ CHANGCHENG ）KYT-30(312)电风扇/台式转页扇/台扇,质量不错 使用方便 风扇不错 安装方便 噪音很小 安全节能 电机好 底座很稳 遥控方便 适合宝宝 安装方便 使用方便 质量不错 底座很稳 质量不错 底座很稳 风很柔和,90,2,96,长城官方旗舰店
20,0,59,89,"风扇USB风扇台灯风扇充电风扇迷你风扇卡通KT猫电风扇台式多功能风扇静音风扇 粉红色,12005402630, ,500.00g,中国大陆,S3110 KT猫,无定时,三档调节,正常风、自然风,4片,1级,机械式,USB风扇",12005402630,品优之家,风扇USB风扇台灯风扇充电风扇迷你风扇卡通KT猫电风扇台式多功能风扇静音风扇 粉红色,使用方便,20,0,100,吉礼宏邦礼品专营店
70,2,159,299,"奥克斯（AUX）FW-40-C1601RC 电风扇/四扇叶遥控壁扇/壁扇,1649330427, ,3.8kg,中国大陆,2-8小时,三档调节,正常风,4片,1级,遥控式,壁扇",1649330427,奥克斯（AUX）,奥克斯（AUX）FW-40-C1601RC 电风扇/四扇叶遥控壁扇/壁扇,遥控方便 质量不错 噪音很小 声音小 风扇不错 风力很大 电机好 使用方便 底座很稳 风很柔和 电机好 质量不错 遥控方便 使用方便 风力很大 遥控方便 声音小 使用方便 遥控方便 质量不错 风扇不错,70,2,94,奥克斯旗舰店
1500,40,58.9,199,"【京东配送】中联ZL12-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍蚊帐 ZL12-180,1180345189, ,1.8kg,无定时,二档调节,正常风,3片,无,机械式,转页扇，台扇，风扇伴侣",1180345189,中联（ZOLEE）,【京东配送】中联ZL12-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍蚊帐 ZL12-180,风扇不错 噪音很小 质量不错 安装方便 使用方便 风很柔和 声音小 风力很大 底座很稳 睡眠风不错 质量不错 睡眠风不错 安装方便 风很柔和 使用方便 风扇不错 安装方便 质量不错 噪音很小 质量不错 底座很稳 安装方便 声音小 噪音很小 睡眠风不错,1400,60,93,网赢电器专营店
20,0,45,129,"TCL FO-18T2 电风扇/7寸USB风扇/台扇/夹扇/床头小风扇,10781167381, ,0.7kg,无定时,二档调节,正常风,4片,1级,机械式,USB风扇",10781167381,TCL,TCL FO-18T2 电风扇/7寸USB风扇/台扇/夹扇/床头小风扇,底座很稳 颜色漂亮 质量不错,20,1,96,盛世昌业专营店
5,0,229,279,"钻石牌（DIAMOND）FSY-40五叶遥控落地扇/电风扇静音,11542722492, ,7.0kg,中国大陆,6937710400940,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",11542722492,钻石牌（DIAMOND）,钻石牌（DIAMOND）FSY-40五叶遥控落地扇/电风扇静音,风很柔和 使用方便 安装方便 噪音很小 风很柔和 使用方便 安装方便 噪音很小,5,0,100,钻石牌非凡专卖店
70,3,39,69,"风扇迷你风扇USB风扇充电电风扇萌兔折叠风扇手持便携风扇创意礼品风扇学生风扇 粉兔,11831727924, ,200.00g,中国大陆,萌兔折叠风扇,无定时,三档调节,正常风、自然风,7片及以上,1级,机械式,USB风扇",11831727924,品优之家,风扇迷你风扇USB风扇充电电风扇萌兔折叠风扇手持便携风扇创意礼品风扇学生风扇 粉兔,安全节能 造型美观 颜色漂亮 风很柔和 使用方便 安装方便 风扇不错 遥控方便 适合宝宝 风力很大 噪音很小,60,2,93,吉礼宏邦礼品专营店
20,0,139,309,"先科（SAST）电风扇落地扇升降落地风扇家用宿舍静音电扇 遥控款236-R,12021042130, ,6.5kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",12021042130,先科（SAST）,先科（SAST）电风扇落地扇升降落地风扇家用宿舍静音电扇 遥控款236-R,扇网坚固 安装方便 质量不错 遥控方便 扇网坚固 安装方便 质量不错 遥控方便,20,1,95,先科SAST专卖店
10,1,39,99,"中联usb风扇迷你小风扇7寸电扇学生办公室宿舍台式夹扇床头电风扇 草绿色,12513689476, ,0.62kg,中国大陆,ZLU04-150,无定时,二档调节,正常风、自然风,4片,无,机械式,USB风扇",12513689476,中联（ZOLEE）,中联usb风扇迷你小风扇7寸电扇学生办公室宿舍台式夹扇床头电风扇 草绿色,风扇不错 使用方便 风扇不错 使用方便,10,1,86,中联生活电器旗舰店
0,0,105,79999,"戴森/DYSON HP03/TP03/TP02家用空气净化器/净化风扇 变压器（配合净化器使用单拍不发货））,1988696251, ,1.0kg,无定时,五档调节,正常风、自然风,无叶,无,APP控制,塔扇",1988696251,None,戴森/DYSON HP03/TP03/TP02家用空气净化器/净化风扇 变压器（配合净化器使用单拍不发货））,,0,0,100,环球时代海外专营店
80,2,139,219,"康佳（KONKA）KF-40L01家用电风扇/五扇叶落地扇,10123711016, ,6.46kg,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",10123711016,康佳（KONKA）,康佳（KONKA）KF-40L01家用电风扇/五扇叶落地扇,风扇不错 安装方便 使用方便 噪音很小 风很柔和 底座很稳 扇网坚固 质量不错 声音小 风力很大 风很柔和 声音小 安装方便 底座很稳 噪音很小 质量不错 风扇不错 风力很大 扇网坚固 质量不错,70,5,91,泽林电器专营店
60,1,99,109,"格力(GREE)KYT-2501A 家用床头静音台式转页扇 办公学生室宿舍电风扇鸿运扇 白蓝色,11610833443, ,5.0kg,无定时,三档调节,正常风,5片,2级,机械式,转页扇",11610833443,格力（GREE）,格力(GREE)KYT-2501A 家用床头静音台式转页扇 办公学生室宿舍电风扇鸿运扇 白蓝色,质量不错 噪音很小 使用方便 底座很稳 睡眠风不错 风扇不错 风力很大 风很柔和 远程遥控 颜色漂亮 风力很大 造型美观 质量不错 颜色漂亮 风很柔和 质量不错 噪音很小 质量不错,60,0,98,格力空调广州专卖店
3,0,369,399,"TCL 塔扇电风扇家用落地扇无叶风扇宿舍静音台立式遥控大厦扇 遥控FZ-T408RC,11971993104, ,4.0kg,中国大陆,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇，塔扇，台扇",11971993104,TCL,TCL 塔扇电风扇家用落地扇无叶风扇宿舍静音台立式遥控大厦扇 遥控FZ-T408RC,风很柔和 遥控方便 风很柔和 遥控方便,2,1,67,一网专营店
10,0,139,229,"卡帝亚（kadeer）KYS-30C转页扇/电风扇/鸿运扇 遥控款-白加黑,10128184314, ,4.1kg,30系列,2小时以下,三档调节,正常风,6片,2级,机械式,转页扇",10128184314,卡帝亚（KADEER）,卡帝亚（kadeer）KYS-30C转页扇/电风扇/鸿运扇 遥控款-白加黑,安装方便 风扇不错 造型美观 远程遥控 使用方便 安全节能 风扇不错 造型美观 远程遥控 使用方便 安全节能,10,1,94,卡帝亚官方旗舰店
500,10,238,599,"格力(GREE)落地扇遥控电风扇家用五叶大风FD-4025Bh5-WG 白,10172915843, ,7.55kg,FD-4025Bh5-WG,2-8小时,三档调节,正常风,5片,2级,遥控式,落地扇",10172915843,格力（GREE）,格力(GREE)落地扇遥控电风扇家用五叶大风FD-4025Bh5-WG 白,风扇不错 质量不错 噪音很小 风力很大 安装方便 遥控方便 底座很稳 造型美观 使用方便 风很柔和 噪音很小 质量不错 遥控方便 风力很大 造型美观 颜色漂亮 底座很稳 噪音很小 安装方便 使用方便 风扇不错 造型美观 安装方便 颜色漂亮 电机好 使用方便 电机好 造型美观 底座很稳 安全节能 安全节能 使用方便,500,10,95,格力威铭专卖店
20,1,99,199,"赛亿 (shinee) 电风扇/台扇/非遥控家用学生宿舍台扇 时尚蓝5风叶,11374778078, ,3.42kg,中国大陆,FT30-1,无定时,三档调节,正常风,3片,2级,遥控式,台扇",11374778078,赛亿（Shinee）,赛亿 (shinee) 电风扇/台扇/非遥控家用学生宿舍台扇 时尚蓝5风叶,,20,0,96,一网专营店
80,2,33,69,"迷你风扇USB风扇充电小风扇移动电源风扇小蛮腰挂绳手持便携静音风扇学生风扇 黑色,12005215475, ,200.00g,中国大陆,小蛮腰充电宝风扇,无定时,二档调节,正常风、自然风,2片,1级,机械式,USB风扇",12005215475,品优之家,迷你风扇USB风扇充电小风扇移动电源风扇小蛮腰挂绳手持便携静音风扇学生风扇 黑色,噪音很小 风很柔和 远程遥控 扇网坚固 造型美观 广角送风 风力很大 风扇不错 使用方便 安全节能,80,0,98,吉礼宏邦礼品专营店
30,2,39,46,"威乐星 双叶风扇usb风扇 静音迷你风扇 桌面小风扇 电风扇 黑色USB接线,12065438247, ,185.00g,无定时,三档调节,正常风,5片,无,机械式,USB风扇",12065438247,威乐星（Well STar）,威乐星 双叶风扇usb风扇 静音迷你风扇 桌面小风扇 电风扇 黑色USB接线,,30,1,92,家居就建材家居旗舰店
30,3,29,79,"中联电风扇ZLU02-100 家用迷你USB可充电便携式手持车载电扇 风扇 小风扇 绿色标配,12296156419, ,400.00g,中国大陆,无定时,三档调节,正常风,4片,无,机械式,转页扇，USB风扇，风扇伴侣",12296156419,中联（ZOLEE）,中联电风扇ZLU02-100 家用迷你USB可充电便携式手持车载电扇 风扇 小风扇 绿色标配,,20,2,85,欣系你电器专营店
4,0,189,189,"格力（GREE）电风扇FD-4025H5-WG家用静音节能五叶扇落地扇学生宿舍风扇,11813884287, ,8.59kg,中国大陆,2-8小时,三档调节,正常风,5片,1级,机械式,落地扇",11813884287,格力（GREE）,格力（GREE）电风扇FD-4025H5-WG家用静音节能五叶扇落地扇学生宿舍风扇,,4,0,100,悦联专营店
