p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type
karcher德国凯驰集团 干湿两用 无耗材 金属机身炉灰吸尘器家用AD3.200 黑色,凯驰专卖店,10014092671,3999.00,1799.00,70,96,70,1,2,凯驰（karcher）,吸尘很干净 打扫干净 吸力很大 吸尘器不错 质量不错 吸头很多 东西不错 噪音小 电源线够长 功率大 电源线够长 功率大 东西不错 东西不错 打扫干净 配件齐全 吸力很大 吸尘很干净 吸尘器不错 刷头多样 外观漂亮 吸尘很干净 质量不错 功率大 使用方便 质量不错 打扫干净 吸头很多 吸尘很干净,"karcher德国凯驰集团 干湿两用 无耗材 金属机身炉灰吸尘器家用AD3.200 黑色,10014092671, ,7.5kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
karcher德国凯驰集团家用商用除螨 静音 干湿两用工业吸尘器NT30,凯驰专卖店,1664918975,1399.00,999.00,300,97,300,5,6,凯驰（karcher）,吸力很大 质量不错 吸尘器不错 电源线够长 功率大 使用方便 打扫干净 吸尘很干净 吸头很多 噪音小 小巧轻便 打扫干净 质量不错 使用方便 尘杯容量大 吸力很大 刷头多样 质量不错 打扫干净 电源线够长 打扫干净 吸力很大 质量不错 电源线够长 吸头很多,"karcher德国凯驰集团家用商用除螨 静音 干湿两用工业吸尘器NT30,1664918975, ,7.7kg,NT30,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,水洗滤网，一键断发，吸拖一体，尘袋式，除螨,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
莱克（LEXY）吸尘器家用卧式大吸力无耗材低噪音VC-C3203-3,莱克电气专卖店,1698984148,1299.00,899.00,100,98,100,1,1,莱克（LEXY）,吸尘很干净 外观漂亮 吸力很大 打扫干净 刷头多样 功率大 电源线够长 配件齐全 吸头很多 吸尘器不错 吸头很多 质量不错 吸尘器不错 吸尘很干净 吸力很大,"莱克（LEXY）吸尘器家用卧式大吸力无耗材低噪音VC-C3203-3,1698984148, ,8.58kg,中国大陆,地板，瓷砖,吸拖一体，旋风过滤,卧式吸尘器,电源式（5米-10米）,1000w-1399w,扁嘴吸头，毛刷吸头，小吸头",扁嘴吸头，毛刷吸头，小吸头
扬子（YANGZI）XC90 真空吸尘器 家用无耗材卧式手持吸尘机 标配版,富士宝电器专营店,11653473412,699.00,169.00,300,97,300,6,4,扬子,吸尘器不错 吸力很大 外观漂亮 吸尘很干净 吸力持久 节能电机 功率大 电源线够长 小巧轻便 质量不错 吸尘很干净 吸力很大 节能电机 配件齐全 打扫干净 质量不错 吸尘器不错 电源线够长 易收纳 使用方便 使用方便 功率大 质量不错 小巧轻便 吸尘很干净 质量不错 功率大 打扫干净 吸力很大 外观漂亮 小巧轻便 电源线够长 易收纳 吸尘器不错 吸力持久 使用方便 不易缠发 配件齐全 功率大 外观漂亮 吸力很大 吸力持久 打扫干净 电源线够长 吸尘很干净 吸尘器不错 配件齐全 吸力很大 外观漂亮 吸尘器不错 电源线够长 吸尘很干净 功率大 使用方便,"扬子（YANGZI）XC90 真空吸尘器 家用无耗材卧式手持吸尘机 标配版,11653473412, ,3.5kg,中国大陆,XC90,地板，地毯，沙发，床铺，汽车,水洗尘杯，旋风过滤，尘袋式，除螨,卧式吸尘器,电源式（5米以下）,1000w-1399w,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
戴森吸尘器家用 dyson V6 手持吸尘器除螨仪 无线吸尘器 家用吸尘器 HH08  V6 Mattress  4吸头,快乐购海外专营店,1974987532,3999.00,1529.00,5,100,5,0,0,None,,"戴森吸尘器家用 dyson V6 手持吸尘器除螨仪 无线吸尘器 家用吸尘器 HH08  V6 Mattress  4吸头,1974987532, ,5.0kg,汽车,无线吸尘器,充电式（无线）,1000w-1399w,其他",其他
 莱克扫地机器人吸尘器R1011智能拖地全自动充电吸尘器,莱克旗舰店,2302236,1599.00,1499.00,300,98,300,5,5,莱克（LEXY）,吸尘很干净 吸力很大 使用方便 吸尘器不错 质量不错 噪音小 打扫干净 功率大 东西不错 吸头很多 打扫干净 吸尘器不错 质量不错 吸力持久 外观漂亮 打扫干净 吸尘很干净 使用方便 噪音小 打扫干净 吸尘很干净 吸力很大 使用方便 吸尘很干净 功率大 吸力很大 质量不错,"莱克R1011,2302236,4.84kg,中国大陆,地板，地毯，瓷砖，厨房,水洗尘杯，水洗滤网，干湿两用,卧式吸尘器",none
宝家丽 除螨仪VH-01床褥沙发除螨机杀菌手持吸尘器一体机 吸尘器家用 粉红色,宝家丽生活电器旗舰店,12294462161,2999.00,499.00,300,99,300,2,1,宝家丽,,"宝家丽 除螨仪VH-01床褥沙发除螨机杀菌手持吸尘器一体机 吸尘器家用 粉红色,12294462161, ,2.2kg,中国大陆,VH-05,地毯，床铺,水洗尘杯，除螨,除螨仪,电源式（5米以下）,500W以下,床褥沙发吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",床褥沙发吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头
莱克（LEXY）吸尘器家用静音多功能 能擦地板VC-T3519-3,莱克电气专卖店,1696968171,2499.00,2299.00,300,99,300,2,0,莱克（LEXY）,吸尘很干净 打扫干净 吸尘器不错 质量不错 功率大 电源线够长 噪音小 使用方便 吸头很多 东西不错 打扫干净 吸尘很干净 东西不错 吸尘器不错 吸头很多 打扫干净 使用方便 东西不错 质量不错 打扫干净 吸力很大 使用方便 噪音小 吸尘器不错 功率大 质量不错 噪音小 吸尘器不错 使用方便 吸力很大 使用方便 功率大 打扫干净 吸尘器不错 东西不错 吸尘器不错 质量不错 电源线够长 质量不错 使用方便 吸力很大 打扫干净 使用方便 电源线够长 打扫干净 吸尘器不错 东西不错 质量不错 功率大,"莱克（LEXY）吸尘器家用静音多功能 能擦地板VC-T3519-3,1696968171, ,6.57kg,地板，瓷砖,水洗尘杯，吸拖一体,卧式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，扁嘴吸头，毛刷吸头",床褥沙发吸头，扁嘴吸头，毛刷吸头
莱克吉米   家用VC-T3321W-3卧式吸尘器 能抹地静音吸尘器家用,莱克电器专卖店,1569272396,999.00,539.00,300,98,300,5,1,莱克（LEXY）,吸尘很干净 使用方便 吸力很大 噪音小 小巧轻便 吸尘器不错 吸力持久 打扫干净 质量不错 配件齐全 功率大 吸力很大 噪音小 刷头多样 尘杯容量大 吸力很大 使用方便,"莱克吉米   家用VC-T3321W-3卧式吸尘器 能抹地静音吸尘器家用,1569272396, ,5.0kg,T3321W-3,地板，地毯,卧式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头，扁嘴吸头",地面吸头，扁嘴吸头
索爱（soar）BST-707B小型除螨仪吸尘器静音手持家用便携 金色,soar索爱旗舰店,11160505411,1099.00,199.00,300,98,300,5,3,soar,尘杯容量大 配件齐全 尘杯容量大 配件齐全,"索爱（soar）BST-707B小型除螨仪吸尘器静音手持家用便携 金色,11160505411, ,2.5kg,中国大陆,地板，地毯，瓷砖，沙发，床铺，汽车，酒店,水洗尘杯,立式/手持吸尘器,电源式（5米以下）,500w-999w,地面吸头，缝隙吸头，扁嘴吸头，小吸头",地面吸头，缝隙吸头，扁嘴吸头，小吸头
德尔玛（Deerma）DX920家用手持立式吸尘器小型除螨吸尘机,德尔玛家电官方旗舰店,10520767035,299.00,139.00,80,98,80,2,0,德尔玛（Deerma）,外观漂亮 小巧轻便 电源线够长 质量不错 打扫干净 吸尘器不错 使用方便 质量不错 小巧轻便 外观漂亮 打扫干净 吸尘器不错,"德尔玛（Deerma）DX920家用手持立式吸尘器小型除螨吸尘机,10520767035, ,2.1kg,中国大陆,6955578024283,地板，地毯，瓷砖，厨房，沙发，汽车,立式/手持吸尘器,电源式（5米-10米）,500w-999w,缝隙吸头，扁嘴吸头，毛刷吸头",缝隙吸头，扁嘴吸头，毛刷吸头
视贝（SEEBEST) P8  除螨仪家用床铺吸尘器床上紫外线杀菌除螨机 白色,视贝智能电器旗舰店,10320797780,1500.00,499.00,300,98,300,3,2,视贝（SEEBEST）,吸尘很干净 吸尘器不错 噪音小 质量不错 外观漂亮 小巧轻便 吸力很大 打扫干净 节能电机 电源线够长 吸尘很干净 噪音小 打扫干净 尘杯容量大 使用方便 功率大 吸尘很干净 使用方便 噪音小 刷头多样 使用方便 小巧轻便 吸尘很干净 打扫干净 外观漂亮 使用方便 配件齐全 小巧轻便 外观漂亮 吸尘很干净 吸力很大,"视贝（SEEBEST) P8  除螨仪家用床铺吸尘器床上紫外线杀菌除螨机 白色,10320797780, ,3.0kg,P8,沙发，床铺,除螨,除螨仪,电源式（5米以下）,500W以下,电动吸头",电动吸头
戴森（Dyson）家用吸尘器手持式除螨大功率圆筒式吸尘防过敏Big ball Cinetic Animal Pro,跨境网,1971876171,9999.00,4999.00,2,100,2,0,0,None,吸尘很干净 功率大 外观漂亮 质量不错 刷头多样 外观漂亮 质量不错 刷头多样 吸尘很干净 功率大,"戴森（Dyson）家用吸尘器手持式除螨大功率圆筒式吸尘防过敏Big ball Cinetic Animal Pro,1971876171, ,8.0kg,地板，地毯，瓷砖，厨房，沙发，床铺,除螨,立式/手持吸尘器,其他,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，其他",床褥沙发吸头，地面吸头，缝隙吸头，其他
【顺丰直邮】戴森Dyson V8 V7 V6 Absolute顶配版无线吸尘器家用除螨仪 V6美版Absolute 6吸头,环球时代海外专营店,1986957519,8888.00,3799.00,40,100,40,0,0,None,质量不错 使用方便 打扫干净 吸力持久 使用方便 外观漂亮 功率大 吸力持久 打扫干净 使用方便 吸头很多 吸力持久 打扫干净 功率大 吸力持久 打扫干净 配件齐全 吸头很多 打扫干净 配件齐全 吸头很多 吸头很多 吸力持久 配件齐全 吸头很多 功率大,"【顺丰直邮】戴森Dyson V8 V7 V6 Absolute顶配版无线吸尘器家用除螨仪 V6美版Absolute 6吸头,1986957519, ,8.5kg,地板,拖地功能,无线吸尘器,其他,500W以下,电动吸头",电动吸头
韩夫人小型手持床铺除螨机除螨仪家用吸尘器除螨器 SC2902,韩夫人旗舰店,10196108324,499.00,299.00,300,94,300,10,2,韩夫人（HanFuRen）,吸尘器不错 使用方便 质量不错 吸尘很干净 打扫干净 吸力很大 外观漂亮 电源线够长 吸力持久 小巧轻便 使用方便 吸尘器不错 吸尘很干净 电源线够长 吸尘很干净 吸力很大 质量不错,"韩夫人小型手持床铺除螨机除螨仪家用吸尘器除螨器 SC2902,10196108324, ,3.0kg,YYLFA007-3,地毯，沙发，床铺，酒店,除螨仪,电源式（5米-10米）,500W以下,床褥沙发吸头，毛刷吸头",床褥沙发吸头，毛刷吸头
视贝（SEEBEST)  家用手持立式二合一吸尘器 标配,视贝智能电器旗舰店,10423149970,299.00,199.00,300,98,300,6,1,视贝（SEEBEST）,质量不错 吸尘很干净 吸尘器不错 吸力很大 噪音小 打扫干净 吸力持久 小巧轻便 使用方便 外观漂亮 噪音小 质量不错 吸尘很干净 外观漂亮 吸尘很干净 吸力持久 节能电机 质量不错 刷头多样 吸力很大 电源线够长 质量不错 吸尘很干净 吸力很大 噪音小 质量不错 吸力很大 吸力很大 刷头多样 外观漂亮 质量不错 吸尘很干净 吸力很大 吸力很大 吸尘器不错 吸尘很干净 噪音小 节能电机 吸力持久 使用方便 打扫干净,"视贝（SEEBEST)  家用手持立式二合一吸尘器 标配,10423149970, ,2.0kg,中国大陆,T5,地板，地毯，沙发,立式/手持吸尘器,电源式（5米以下）,500w-999w,扁嘴吸头",扁嘴吸头
莱克吸尘器VC-CW1002商用桶式干湿两用吸尘器,莱克旗舰店,1120199,999.00,999.00,100,97,100,3,1,莱克（LEXY）,小巧轻便 吸头很多 使用方便 功率大 打扫干净 电源线够长 吸尘很干净 尘杯容量大 质量不错 吸尘器不错 吸尘器不错 小巧轻便 外观漂亮,"莱克VC-CW1002,1120199,7.0kg,中国大陆",none
小狗（puppy）干湿两用桶式工业商用大型静音吸尘器D-802,小狗吸尘器专卖店,10544721418,1199.00,1199.00,10,100,10,0,0,小狗（puppy）,电源线够长 不易缠发 吸力很大 外观漂亮 尘杯容量大 吸尘很干净 吸尘器不错 配件齐全 配件齐全 尘杯容量大 吸尘很干净 电源线够长 不易缠发 吸力很大 外观漂亮,"小狗（puppy）干湿两用桶式工业商用大型静音吸尘器D-802,10544721418, ,18.0kg,D-802,工业,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头",地面吸头
【赠品】福玛特（FMART） 福玛特机器人赠品双立人多用刀32327-180,福玛特旗舰店,1146562,498.00,498.00,300,94,300,10,7,福玛特（FMART）,东西不错 还可以吧 一般 小巧轻便 使用方便 外观漂亮 配件齐全 质量不错 吸尘器不错 不易缠发 外观漂亮 配件齐全 外观漂亮 质量不错 尘杯容量大 吸尘很干净 不易缠发 使用方便 质量不错 噪音小 小巧轻便 吸尘很干净 质量不错 配件齐全 小巧轻便 吸头很多 小巧轻便 打扫干净 不易缠发,"福玛特福玛特机器人赠品双立人多用刀32327-180,1146562,220.00g,中国大陆",none
飞利浦（PHILIPS）除螨吸尘器家用静音大功率迷你小型吸尘器 尘盒吸尘器 FC5982/81 法拉利红,飞利浦小家电专卖店,10282276510,2599.00,1199.00,300,97,300,8,3,飞利浦（PHILIPS）,刷头多样 吸尘很干净 质量不错 吸力很大 吸头很多 不易缠发 吸力持久 易收纳 配件齐全 使用方便 吸尘很干净 配件齐全 质量不错 刷头多样 吸力很大 刷头多样 尘杯容量大 电源线够长,"飞利浦（PHILIPS）除螨吸尘器家用静音大功率迷你小型吸尘器 尘盒吸尘器 FC5982/81 法拉利红,10282276510, ,3.5kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,EPA滤网（EPA12及以下），水洗尘杯，旋风过滤，除螨,卧式吸尘器,电源式（5米-10米）,1400w-1799w,床褥沙发吸头，其他",床褥沙发吸头，其他
宝家丽 吸尘器 QW2400 W大黄蜂 家用无耗材大功率吸尘器,宝家丽官方旗舰店,1879319,499.00,499.00,100,95,100,3,2,宝家丽,功率大 质量不错 打扫干净 外观漂亮 使用方便 噪音小 吸力很大 吸头很多 电源线够长 吸尘很干净 易收纳 刷头多样 功率大 外观漂亮 使用方便 外观漂亮 吸力很大 打扫干净 功率大 吸力持久 吸尘器不错 易收纳 噪音小 刷头多样,"宝家丽QW2400W,1879319,9.86kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,水洗尘杯，水洗滤网，旋风过滤,卧式吸尘器,电源式（5米-10米）,1800w及以上,床褥沙发吸头，地面吸头",床褥沙发吸头，地面吸头
飞利浦（PHILIPS）吸尘器家用无线立式手持吸尘机大功率车用吸拖一体干湿两用 水蓝色FC6400/81-40分钟14.4V,飞利浦澜盛专卖店,11489300017,3199.00,1899.00,10,100,10,0,0,飞利浦（PHILIPS）,电源线够长,"飞利浦（PHILIPS）吸尘器家用无线立式手持吸尘机大功率车用吸拖一体干湿两用 水蓝色FC6400/81-40分钟14.4V,11489300017, ,5.28kg,地板，地毯，瓷砖，厨房，汽车,拖地功能，干湿两用,立式/手持吸尘器,充电式（无线）,500W以下,地面吸头，拖地附件",地面吸头，拖地附件
先创 WL092 桶式吸尘器大功率家用小型/地毯/吸尘机 20L1400W大吸力（送尘袋）,先创旗舰店,11277398294,799.00,299.00,300,96,200,7,5,先创（XIANCHUANG）,吸尘很干净 小巧轻便 外观漂亮 吸尘器不错 吸力很大 使用方便 质量不错 不易缠发 电源线够长 易收纳 外观漂亮 功率大 使用方便 质量不错 易收纳,"先创 WL092 桶式吸尘器大功率家用小型/地毯/吸尘机 20L1400W大吸力（送尘袋）,11277398294, ,6.8kg,中国大陆,地板，地毯，瓷砖，厨房，汽车，酒店，工业,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
飞利浦（PHILIPS） 家用吸尘器 手持卧式吸尘机 大功率无尘袋 小型静音除螨吸尘器 FC9712/81,飞利浦小家电专卖店,11680803593,2999.00,2599.00,9,89,8,0,1,飞利浦（PHILIPS）,易收纳 噪音小 吸力持久 电源线够长 吸尘很干净,"飞利浦（PHILIPS） 家用吸尘器 手持卧式吸尘机 大功率无尘袋 小型静音除螨吸尘器 FC9712/81,11680803593, ,5.5kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,EPA滤网（EPA12及以下），水洗尘杯，旋风过滤，除螨,卧式吸尘器,电源式（5米以下）,1800w及以上,床褥沙发吸头，地面吸头，其他",床褥沙发吸头，地面吸头，其他
